Project Status,Schedule Variance,Project Description,Milestone Description,Milestone Type,Milestone Indentifier,Project Status,Stage,Work Notes:,Actual/Schedule Finish,Baseline Date,Variance (d),Variance (%)
Open/Active,-25% to -10%,Project 108,3.13 RFx/Other Procurement Document Sign Off,Deliverable,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,14/02/2025,-33,-10.6%
Open/Active,-25% to -10%,Project 108,3.16 Stakeholder Assessment & Eng Plan Complete,Deliverable,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,31/01/2025,-43,-13.8%
Open/Active,-25% to -10%,Project 108,3.21 Strategic/Final Business Case Approved (FIAC),Deliverable,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,31/01/2025,-43,-13.8%
Open/Active,-25% to -10%,Project 108,EVALUATE PHASE COMPLETE (GATE 1),Governance,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,14/02/2025,-33,-10.6%
Open/Active,0%,Project 108,MARITIME S/W OP INCIDENT MGT VENDOR SELECTED,Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,11/07/2025,11/07/2025,0,0.0%
Open/Active,0%,Project 144,7.03 Closure Memo Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,20/06/2025,20/06/2025,0,0.0%
Open/Active,0%,Project 144,PROJECT CLOSED (GATE 3),Governance,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,30/06/2025,30/06/2025,0,0.0%
Open/Active,-5% to 0%,Project 144,3.21 Final Business Case Approved - FIAC (>$1M),Deliverable,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,28/02/2025,-22,-4.3%
Open/Active,-10% to -5%,Project 59,7.01 Handover Document Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,30/06/2025,06/06/2025,-15,-6.7%
Open/Active,-5% to 0%,Project 59,7.02 PIR Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,30/06/2025,20/06/2025,-6,-2.7%
Open/Active,-5% to 0%,Project 59,7.03 Closure Memo Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,30/06/2025,27/06/2025,-1,-0.4%
Open/Active,0%,Project 59,PROJECT CLOSED (GATE 3),Governance,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,30/06/2025,30/06/2025,0,0.0%
Open/Active,-5% to 0%,Project 98,3.05 Business Impact Assessment Sign Off,Deliverable,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,31/03/2025,-1,-0.3%
Open/Active,-5% to 0%,Project 98,3.14 Project Management Plan Sign Off,Deliverable,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,31/03/2025,-1,-0.3%
Open/Active,-5% to 0%,Project 98,EVALUATE PHASE COMPLETE (GATE 1),Governance,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,31/03/2025,-1,-0.3%
Open/Active,0%,Project 147,7.01 Handover Document Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,15/07/2025,15/07/2025,0,0.0%
Open/Active,0%,Project 147,7.02 PIR Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,15/07/2025,15/07/2025,0,0.0%
Open/Active,0%,Project 147,7.03 Closure Memo Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,16/07/2025,16/07/2025,0,0.0%
Open/Active,0%,Project 147,7.00 PROJECT CLOSED (GATE 3),Governance,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,16/07/2025,16/07/2025,0,0.0%
Open/Active,-25% to -10%,Project 147,3.14 Project Management Plan Sign Off,Deliverable,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,20/12/2024,-61,-13.8%
Open/Active,-25% to -10%,Project 147,EVALUATE PHASE COMPLETE (GATE 1),Governance,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,20/12/2024,-61,-13.8%
Open/Active,0%,Project 143,3.14 Project Management Plan Sign Off,Deliverable,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,30/04/2025,30/04/2025,0,0.0%
Open/Active,0%,Project 143,3.21 Strategic/Final Business Case Approved (FIAC),Deliverable,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,30/04/2025,30/04/2025,0,0.0%
Open/Active,0%,Project 143,EVALUATE PHASE COMPLETE (GATE 1),Governance,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,30/04/2025,30/04/2025,0,0.0%
Open/Active,0%,Project 143,4.10 Traceability Matrix Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/09/2025,30/09/2025,0,0.0%
Open/Active,0%,Project 143,ANALYSIS & DESIGN PHASE COMPLETE,Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/09/2025,30/09/2025,0,0.0%
Open/Active,0%,Project 143,5.01 Test Cases Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,14/10/2025,14/10/2025,0,0.0%
Open/Active,0%,Project 143,5.02 Test Summary Report/Cert Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,14/10/2025,14/10/2025,0,0.0%
Open/Active,0%,Project 143,5.06 Release Requested (Opt),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,14/10/2025,14/10/2025,0,0.0%
Open/Active,0%,Project 143,5.07 GR Cyber Sec Test Support Requested (Opt),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,14/10/2025,14/10/2025,0,0.0%
Open/Active,0%,Project 143,5.05 Service Continuity Runbook Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,14/10/2025,14/10/2025,0,0.0%
Open/Active,0%,Project 143,5.00 ICT Release Board Approval (CAB),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,14/10/2025,14/10/2025,0,0.0%
Open/Active,0%,Project 143,BUILD & TEST PHASE COMPLETE,Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,14/10/2025,14/10/2025,0,0.0%
Open/Active,0%,Project 143,6.02 Implementation Plan Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,08/10/2025,08/10/2025,0,0.0%
Open/Active,0%,Project 143,6.03 Go Live / Prod Readiness Checklist Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,08/10/2025,08/10/2025,0,0.0%
Open/Active,0%,Project 143,6.06 New Form for Creating New Service (IT Catal.),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,10/10/2025,10/10/2025,0,0.0%
Open/Active,0%,Project 143,6.07 GR Cyber Sec Pre-Rel. Review Complete (Opt),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,08/10/2025,08/10/2025,0,0.0%
Open/Active,0%,Project 143,6.00 Application Handover Checklist Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,10/10/2025,10/10/2025,0,0.0%
Open/Active,0%,Project 143,TRANCHE 3 GO LIVE,Deliverable,Go-Live,Open/Active,3. Evaluate,Delay reason shown here,08/10/2025,08/10/2025,0,0.0%
Open/Active,0%,Project 143,IMPLEMENT PHASE COMPLETE (GATE 2),Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,17/10/2025,17/10/2025,0,0.0%
Open/Active,0%,Project 143,7.01 Handover Document Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,31/10/2025,31/10/2025,0,0.0%
Open/Active,0%,Project 143,7.03 Closure Memo Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,31/10/2025,31/10/2025,0,0.0%
Open/Active,0%,Project 143,PROJECT CLOSED (GATE 3),Governance,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,31/10/2025,31/10/2025,0,0.0%
Open/Active,-25% to -10%,Project 34,EVALUATE PHASE COMPLETE (GATE 1),Governance,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,20/12/2024,-61,-18.9%
Open/Active,0%,Project 34,4.01 Sol'n Architecture Design (SAD) Sign Off LLID,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,04/04/2025,04/04/2025,0,0.0%
Open/Active,0%,Project 34,4.00 Technical Sol'n Design Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,04/04/2025,04/04/2025,0,0.0%
Open/Active,0%,Project 34,ANALYSIS & DESIGN PHASE COMPLETE,Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,04/04/2025,04/04/2025,0,0.0%
Open/Active,0%,Project 34,5.01 Test Cases Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,04/04/2025,04/04/2025,0,0.0%
Open/Active,0%,Project 34,5.02 Test Summary Report/Cert Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,08/08/2025,08/08/2025,0,0.0%
Open/Active,0%,Project 34,5.07 GR Cyber Sec Test Support Requested (Opt),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/04/2025,30/04/2025,0,0.0%
Open/Active,0%,Project 34,5.00 ICT Release Board Approval (CAB),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,15/08/2025,15/08/2025,0,0.0%
Open/Active,0%,Project 34,BUILD & TEST PHASE COMPLETE,Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,08/08/2025,08/08/2025,0,0.0%
Open/Active,0%,Project 34,6.02 Implementation Plan Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,25/07/2025,25/07/2025,0,0.0%
Open/Active,0%,Project 34,6.03 Go Live / Prod Readiness Checklist Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,28/07/2025,28/07/2025,0,0.0%
Open/Active,0%,Project 34,6.05 Service Design & Def'n & Onb'ding Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,25/07/2025,25/07/2025,0,0.0%
Open/Active,0%,Project 34,6.07 GR Cyber Sec Pre-Rel. Review Complete (Opt),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,18/07/2025,18/07/2025,0,0.0%
Open/Active,0%,Project 34,6.00 Application Handover Checklist Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,14/08/2025,14/08/2025,0,0.0%
Open/Active,0%,Project 34,GO LIVE Production,Deliverable,Go-Live,Open/Active,3. Evaluate,Delay reason shown here,15/08/2025,15/08/2025,0,0.0%
Open/Active,0%,Project 34,IMPLEMENT PHASE COMPLETE (GATE 2),Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,18/08/2025,18/08/2025,0,0.0%
Open/Active,0%,Project 34,7.01 Handover Document Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,29/08/2025,29/08/2025,0,0.0%
Open/Active,0%,Project 34,7.02 PIR Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,29/08/2025,29/08/2025,0,0.0%
Open/Active,0%,Project 34,7.03 Closure Memo Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,29/08/2025,29/08/2025,0,0.0%
Open/Active,0%,Project 34,PROJECT CLOSED (GATE 3),Governance,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,29/08/2025,29/08/2025,0,0.0%
Open/Active,-25% to -10%,Project 59,4.11 Security Risk Assessment (SRA) Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,10/04/2025,28/02/2025,-29,-12.9%
Open/Active,-25% to -10%,Project 59,4.00 ICT Release Impact Assessment Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,24/04/2025,25/02/2025,-40,-17.9%
Open/Active,-25% to -10%,Project 59,ANALYSIS & DESIGN PHASE COMPLETE,Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,24/04/2025,28/02/2025,-37,-16.5%
Open/Active,0%,Project 59,5.02 Test Summary Report/Cert Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,29/04/2025,29/04/2025,0,0.0%
Open/Active,-5% to 0%,Project 59,5.04 Training Management Plan Sign Off (Opt),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/04/2025,17/04/2025,-6,-2.7%
Open/Active,0%,Project 59,5.06 Release Requested (Opt),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,17/04/2025,17/04/2025,0,0.0%
Open/Active,0%,Project 59,5.05 Service Continuity Runbook Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,28/04/2025,28/04/2025,0,0.0%
Open/Active,0%,Project 59,5.00 ICT Release Board Approval (CAB),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,29/04/2025,29/04/2025,0,0.0%
Open/Active,0%,Project 59,BUILD & TEST PHASE COMPLETE,Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/04/2025,30/04/2025,0,0.0%
Open/Active,0%,Project 59,6.02 Implementation Plan Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,12/05/2025,12/05/2025,0,0.0%
Open/Active,0%,Project 59,6.03 Go Live / Prod Readiness Checklist Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,09/05/2025,09/05/2025,0,0.0%
Open/Active,0%,Project 59,6.05 Service Design & Def'n & Onb'ding Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,16/05/2025,16/05/2025,0,0.0%
Open/Active,0%,Project 59,6.07 GR Cyber Sec Pre-Rel. Review Complete (Opt),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,05/05/2025,05/05/2025,0,0.0%
Open/Active,0%,Project 59,6.00 Application Handover Checklist Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,20/05/2025,20/05/2025,0,0.0%
Open/Active,-5% to 0%,Project 59,GO LIVE,Deliverable,Go-Live,Open/Active,3. Evaluate,Delay reason shown here,23/05/2025,21/05/2025,-2,-0.9%
Open/Active,0%,Project 59,IMPLEMENT PHASE COMPLETE (GATE 2),Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/05/2025,30/05/2025,0,0.0%
Open/Active,-25% to -10%,Project 167,EVALUATE PHASE COMPLETE (GATE 1),Governance,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,22/11/2024,-81,-23.8%
Open/Active,-10% to -5%,Project 167,4.01 Sol'n Architecture Design (SAD) Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/05/2025,24/04/2025,-25,-7.3%
Open/Active,-10% to -5%,Project 167,4.00 Technical Sol'n Design Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/05/2025,30/04/2025,-22,-6.5%
Open/Active,-10% to -5%,Project 167,4.10 Traceability Matrix Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/05/2025,17/04/2025,-28,-8.2%
Open/Active,-10% to -5%,Project 167,4.11 Security Risk Assessment (SRA) Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/05/2025,17/04/2025,-28,-8.2%
Open/Active,-10% to -5%,Project 167,4.14 Detailed Service Design & Defn Onboard Pack,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/05/2025,11/04/2025,-32,-9.4%
Open/Active,-25% to -10%,Project 167,4.17 GR Cyber Sec Sol'n Review Requested (Opt),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/05/2025,14/03/2025,-52,-15.3%
Open/Active,-10% to -5%,Project 167,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/05/2025,29/04/2025,-23,-6.7%
Open/Active,-10% to -5%,Project 167,4.00 ICT Release Impact Assessment Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/05/2025,28/04/2025,-24,-7.0%
Open/Active,-10% to -5%,Project 167,4.00 P80 Cost Estimate Ready,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/05/2025,29/04/2025,-23,-6.7%
Open/Active,-10% to -5%,Project 167,ANALYSIS & DESIGN PHASE COMPLETE,Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/05/2025,30/04/2025,-22,-6.5%
Open/Active,-25% to -10%,Project 167,5.02 Test Summary Report/Cert Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,31/07/2025,28/03/2025,-85,-24.9%
Open/Active,-25% to -10%,Project 167,5.00 ICT Release Board Approval (CAB),Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,31/07/2025,28/03/2025,-85,-24.9%
Open/Active,-25% to -10%,Project 167,BUILD & TEST PHASE COMPLETE,Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,31/07/2025,23/04/2025,-69,-20.2%
Open/Active,-25% to -10%,Project 167,6.03 Go Live / Prod Readiness Checklist Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,29/08/2025,09/05/2025,-79,-23.2%
Open/Active,-25% to -10%,Project 167,6.00 Application Handover Checklist Complete,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,29/08/2025,23/05/2025,-69,-20.2%
Open/Active,-25% to -10%,Project 167,GO LIVE,Deliverable,Go-Live,Open/Active,3. Evaluate,Delay reason shown here,29/08/2025,30/05/2025,-64,-18.8%
Open/Active,-25% to -10%,Project 167,IMPLEMENT PHASE COMPLETE (GATE 2),Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,29/08/2025,06/06/2025,-59,-17.3%
Open/Active,-25% to -10%,Project 167,7.01 Handover Document Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,30/09/2025,13/06/2025,-77,-22.6%
Open/Active,-25% to -10%,Project 167,7.03 Closure Memo Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,30/09/2025,25/06/2025,-69,-20.2%
Open/Active,-25% to -10%,Project 167,PROJECT CLOSED (GATE 3),Governance,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,30/09/2025,30/06/2025,-67,-19.7%
Open/Active,<-25%,Project 142,EVALUATE PHASE COMPLETE (GATE 1),Governance,Project Kickoff,Open/Active,3. Evaluate,Delay reason shown here,01/04/2025,08/11/2024,-91,-61.9%
Open/Active,<-25%,Project 142,7.01 Handover Document Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,17/04/2025,07/02/2025,-49,-33.3%
Open/Active,<-25%,Project 142,7.03 Closure Memo Sign Off,Deliverable,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,17/04/2025,21/02/2025,-39,-26.5%
Open/Active,-25% to -10%,Project 142,PROJECT CLOSED (GATE 3),Governance,Gate 3 Approval,Open/Active,3. Evaluate,Delay reason shown here,17/04/2025,28/02/2025,-34,-23.1%
Open/Active,0%,Project 108,RFP DOCUMENTATION COMPLETE,Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,04/04/2025,04/04/2025,0,0.0%
Open/Active,0%,Project 108,CLOSED RFP LAUNCHED (w/ 10 Selected Vendors),Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,02/05/2025,02/05/2025,0,0.0%
Open/Active,0%,Project 108,PROPOSAL REVIEW COMPLETE,Deliverable,Go-Live,Open/Active,3. Evaluate,Delay reason shown here,13/06/2025,13/06/2025,0,0.0%
Open/Active,0%,Project 92,4.09 Test Plan Sign Off,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/06/2025,30/06/2025,0,0.0%
Open/Active,0%,Project 92,4.14 Detailed Service Design & Defn Onboard Pack,Deliverable,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,18/07/2025,18/07/2025,0,0.0%
Open/Active,0%,Project 92,ANALYSIS & DESIGN PHASE COMPLETE,Governance,Unassigned,Open/Active,3. Evaluate,Delay reason shown here,30/06/2025,30/06/2025,0,0.0%
